drugbank-id,name,description,cas-number,unii,groups
"DB00001, BTD00024, BIOD00024, DB06605, DB06695, DB01254, DB01609, DB01586, DB02123, DB02659, DB02691, DB03619, DB04348, DB05990, DB06777, DB08833, DB08834, DB08857, DB11622, DB11789, DB09075, DB09053, DB08935, DB06228, DB06206, DB09070, DB00932, DB00013, DB00163, DB09030, DB01381, DB01181, DB00468, DB00908, DB00675, DB00539, DB00806, DB00686, DB00583, DB00255, DB00269, DB00286, DB01357, DB04574, DB04575, DB07931, DB09317, DB09318, DB09369, DB09381, DB11478, DB11674, DB13143, DB13386, DB13418, DB13952, DB13953, DB13954, DB13956, DB15334, DB15335, DB04573, DB09211, DB00159, DB00244, DB00328, DB00461, DB00465, DB00469, DB00482, DB00500, DB00533, DB00554, DB00573, DB00580, DB00586, DB00605, DB00712, DB00749, DB00784, DB00788, DB00795, DB00812, DB00814, DB00821, DB00861, DB00936, DB00939, DB00991, DB01009, DB01014, DB01250, DB01283, DB01397, DB01399, DB01401, DB01419, DB01424, DB01435, DB01600, DB01628, DB02224, DB03585, DB04725, DB04812, DB04828, DB05095, DB06725, DB06736, DB06737, DB07402, DB08439, DB08797, DB08940, DB08942, DB08951, DB08955, DB08976, DB08981, DB08984, DB08991, DB09084, DB09214, DB09215, DB09216, DB09217, DB09218, DB09285, DB09288, DB09295, DB11455, DB11466, DB11518, DB12399, DB12610, DB13001, DB13167, DB13217, DB13232, DB13286, DB13314, DB13371, DB13407, DB13432, DB13481, DB13524, DB13527, DB13538, DB13544, DB13612, DB13629, DB13649, DB13657, DB13722, DB13860, DB14059, DB14060, DB14938, DB09212, DB04552, DB04865, DB11133, DB00081, DB00048, DB00389, DB00550, DB00763, DB03374, DB06715, DB07637, DB09418, DB13644, DB13804, DB04066, DB04682, DB05830, DB06266, DB08867, DB11507, DB12025, DB13044, DB00294, DB00378, DB00396, DB01431, DB06713, DB06789, DB09124, DB11372, DB11636, DB13230, DB13533, DB13602, DB13866, DB14570, DB14679, DB00233, DB01294, DB06251, DB06807, DB09543, DB11079, DB13509, DB14006, DB14026, DB00054, DB00063, DB00208, DB00261, DB00758, DB00775, DB00975, DB01088, DB01138, DB01166, DB01207, DB01240, DB02709, DB04743, DB04905, DB04932, DB05229, DB05266, DB05767, DB06081, DB06209, DB06441, DB07615, DB08814, DB08816, DB08887, DB09283, DB12092, DB12163, DB12321, DB12445, DB12545, DB12749, DB12771, DB13036, DB13327, DB13367, DB13400, DB13510, DB13929, DB15786, DB00374, DB03404, DB13783, DB00624, DB01420, DB01481, DB01485, DB01510, DB01541, DB01543, DB01564, DB01569, DB01572, DB07447, DB08619, DB11429, DB13943, DB13944, DB13946, DB13947, DB13951, DB13958, DB14093, DB14655, DB02901, DB11051, DB09568, DB00025, DB00036, DB00100, DB01373, DB01783, DB01942, DB02261, DB09109, DB09222, DB09310, DB09329, DB11311, DB11330, DB11606, DB11608, DB11668, DB12409, DB12909, DB13133, DB13148, DB13150, DB13151, DB13152, DB13192, DB13197, DB13201, DB13884, DB13923, DB13933, DB13999, DB14473, DB14562, DB14577, DB14700, DB14738, DB00176, DB00215, DB00472, DB00715, DB01149, DB04832, DB04884, DB06731, DB08953, DB12693, DB13233, DB00476, DB01105, DB04896, DB06700, DB08918, DB00285, DB00601, DB00614, DB00721, DB00752, DB00780, DB00805, DB01037, DB01168, DB01171, DB01247, DB01367, DB01626, DB04017, DB04818, DB04820, DB06654, DB08550, DB09241, DB09243, DB09244, DB09245, DB09246, DB09248, DB09249, DB09250, DB09251, DB09252, DB09253, DB09254, DB13875, DB13876, DB00006, DB00266, DB00278, DB00407, DB00498, DB00569, DB00682, DB00946, DB00974, DB01109, DB01225, DB01418, DB04898, DB05099, DB06271, DB06406, DB06635, DB06754, DB06779, DB07767, DB08794, DB08813, DB09255, DB11095, DB11268, DB11312, DB11598, DB11984, DB12289, DB12598, DB12831, DB13124, DB13136, DB13149, DB13616, DB09154, DB00031, DB00055, DB06822, DB13199, DB13646, DB00086, DB04925, DB06543, DB08994, DB09258, DB09260, DB13275, DB13347, DB13451, DB00009, DB00015, DB00029, DB14094, DB06679, DB03410, DB08496, DB14055, DB12364, DB11166, DB04665, DB14726, DB06294, DB12726, DB09259, DB15880, DB05361, DB00203, DB00008, DB00011, DB00018, DB00022, DB00033, DB00034, DB00041, DB00056, DB00068, DB00069, DB00073, DB00078, DB00087, DB00105, DB00120, DB00188, DB00242, DB00262, DB00276, DB00291, DB00293, DB00305, DB00307, DB00309, DB00322, DB00352, DB00361, DB00380, DB00398, DB00428, DB00441, DB00444, DB00445, DB00446, DB00480, DB00488, DB00495, DB00515, DB00526, DB00531, DB00544, DB00552, DB00563, DB00564, DB00570, DB00619, DB00631, DB00642, DB00694, DB00762, DB00773, DB00851, DB00853, DB00859, DB00864, DB00877, DB00888, DB00928, DB00958, DB00970, DB00987, DB00997, DB01005, DB01008, DB01030, DB01033, DB01041, DB01042, DB01073, DB01099, DB01101, DB01169, DB01177, DB01204, DB01206, DB01229, DB01248, DB01262, DB01280, DB01590, DB02546, DB04572, DB04845, DB04868, DB05015, DB05109, DB05258, DB05472, DB05773, DB06287, DB06616, DB06769, DB06772, DB08871, DB08877, DB08889, DB08895, DB08901, DB08910, DB09042, DB09052, DB09073, DB09074, DB09077, DB09122, DB12814, DB00229, DB00267, DB00274, DB00430, DB00438, DB00447, DB00456, DB00493, DB00535, DB00567, DB00671, DB00689, DB00833, DB00923, DB01066, DB01112, DB01139, DB01140, DB01150, DB01212, DB01326, DB01327, DB01328, DB01329, DB01330, DB01331, DB01332, DB01333, DB01413, DB01414, DB01415, DB01416, DB04570, DB04918, DB06590, DB09008, DB09050, DB09062, DB11367, DB11935, DB13266, DB13461, DB13470, DB13499, DB13504, DB13638, DB13667, DB13682, DB13778, DB13821, DB14725, DB00254, DB00207, DB09539, DB00945, DB01606, DB00199, DB00656, DB00620, DB09079, DB01175, DB01104, DB00232, DB00436, DB00562, DB00606, DB00774, DB00880, DB00999, DB01021, DB01324, DB13430, DB13532, DB15861, DB00783, DB00977, DB00834, DB13310, DB00304, DB00351, DB00367, DB00603, DB00717, DB00823, DB00957, DB01395, DB04839, DB06730, DB09123, DB09371, DB09389, DB11619, DB12474, DB13528, DB13563, DB13685, DB13857, DB13981, DB14678, DB15775, DB12235, DB11201, DB11323, DB15119, DB15575, DB16007, DB14733, DB01051, DB03966, DB04571, DB04886, DB07118, DB11390, DB11419, DB12216, DB12823, DB13155, DB13177, DB13279, DB13912, DB09422, DB09567, DB15434, DB17472, DB14713, DB00001, DB01022, DB01373, DB00001, DBMET03462, DBMET03462, DBMET03463, DBMET03463, DBMET03464, DBMET03464, DBMET03465",Lepirudin,"Lepirudin is a recombinant hirudin formed by 65 amino acids that acts as a highly specific and direct thrombin inhibitor.[L41539,L41569] Natural hirudin is an endogenous anticoagulant found in _Hirudo medicinalis_ leeches.[L41539] Lepirudin is produced in yeast cells and is identical to natural hirudin except for the absence of sulfate on the tyrosine residue at position 63 and the substitution of leucine for isoleucine at position 1 (N-terminal end).[A246609] 

Lepirudin is used as an anticoagulant in patients with heparin-induced thrombocytopenia (HIT), an immune reaction associated with a high risk of thromboembolic complications.[A3, L41539] HIT is caused by the expression of immunoglobulin G (IgG) antibodies that bind to the complex formed by heparin and platelet factor 4. This activates endothelial cells and platelets and enhances the formation of thrombi.[A246609] Bayer ceased the production of lepirudin (Refludan) effective May 31, 2012.[L41574]",138068-37-8,Y43GF64R34,"approved, withdrawn"
DB00001,Lepirudin,N/A,N/A,N/A,
DB01022,Phylloquinone,N/A,N/A,N/A,
DB01373,Calcium,N/A,N/A,N/A,
"DB00002, BTD00071, BIOD00071, DB00255, DB00269, DB00286, DB00655, DB00783, DB00890, DB00977, DB01357, DB04573, DB04574, DB04575, DB07931, DB09070, DB09317, DB09318, DB09369, DB09381, DB11478, DB11674, DB12487, DB13143, DB13386, DB13418, DB13952, DB13953, DB13954, DB13956, DB15334, DB15335, DB12235, DB00028, DB00043, DB00051, DB00054, DB00056, DB00057, DB00065, DB00072, DB00073, DB00074, DB00075, DB00076, DB00078, DB00081, DB00087, DB00089, DB00095, DB00098, DB00108, DB00110, DB00111, DB00112, DB00113, DB01257, DB01269, DB01270, DB04901, DB04949, DB04956, DB04958, DB04962, DB04964, DB04988, DB05006, DB05097, DB05101, DB05111, DB05136, DB05139, DB05209, DB05304, DB05336, DB05405, DB05437, DB05459, DB05496, DB05545, DB05550, DB05555, DB05578, DB05595, DB05656, DB05679, DB05773, DB05793, DB05797, DB05889, DB05892, DB05915, DB05916, DB05941, DB05996, DB06043, DB06049, DB06050, DB06081, DB06101, DB06116, DB06162, DB06168, DB06186, DB06192, DB06241, DB06273, DB06304, DB06305, DB06310, DB06317, DB06318, DB06322, DB06324, DB06342, DB06360, DB06366, DB06371, DB06467, DB06474, DB06550, DB06557, DB06599, DB06602, DB06606, DB06607, DB06612, DB06643, DB06647, DB06650, DB06674, DB08870, DB08879, DB08902, DB08935, DB09029, DB09033, DB09035, DB09036, DB09037, DB09045, DB09052, DB09057, DB09077, DB09105, DB09264, DB09302, DB09303, DB09312, DB09331, DB09559, DB11569, DB11580, DB11595, DB11604, DB11608, DB11621, DB11646, DB11657, DB11680, DB11685, DB11714, DB11715, DB11731, DB11746, DB11756, DB11767, DB11771, DB11776, DB11803, DB11826, DB11834, DB11840, DB11849, DB11850, DB11856, DB11857, DB11862, DB11866, DB11884, DB11914, DB11930, DB11945, DB11959, DB11972, DB11976, DB11988, DB12023, DB12034, DB12053, DB12077, DB12089, DB12090, DB12102, DB12104, DB12118, DB12119, DB12142, DB12152, DB12157, DB12159, DB12169, DB12189, DB12202, DB12205, DB12213, DB12240, DB12246, DB12250, DB12261, DB12274, DB12296, DB12317, DB12331, DB12335, DB12342, DB12344, DB12363, DB12396, DB12413, DB12456, DB12489, DB12498, DB12520, DB12530, DB12534, DB12560, DB12584, DB12589, DB12609, DB12683, DB12698, DB12701, DB12718, DB12734, DB12773, DB12775, DB12797, DB12807, DB12815, DB12820, DB12826, DB12844, DB12845, DB12849, DB12891, DB12893, DB12917, DB12943, DB12976, DB13017, DB13037, DB13045, DB13073, DB13127, DB13140, DB13375, DB13535, DB13886, DB13923, DB13976, DB13979, DB14004, DB14012, DB14039, DB14040, DB14041, DB14042, DB14211, DB14580, DB14597, DB14707, DB14724, DB14762, DB14776, DB14778, DB14784, DB14809, DB14811, DB14824, DB14843, DB14864, DB14871, DB14877, DB14891, DB14897, DB14905, DB14907, DB14908, DB14919, DB14947, DB14952, DB14959, DB14962, DB14967, DB14988, DB14997, DB15014, DB15022, DB15044, DB15045, DB15076, DB15089, DB15090, DB15101, DB15104, DB15113, DB15118, DB15135, DB15160, DB15172, DB15225, DB15252, DB15253, DB15277, DB15336, DB15349, DB15363, DB15383, DB15397, DB15409, DB15415, DB15428, DB15432, DB15441, DB15443, DB15453, DB15559, DB15898, DB15899, DB15900, DB15719, DB16385, DB15718, DB05276, DB11597, DB15627, DB08904, DB15628, DB15865, DB16077, DB16151, DB16170, DB16195, DB16225, DB16265, DB16376, DB16421, DB16659, DB16695, DB15595, DB15258, DB00012, DB00016, DB08894, DB09107, DB15940, DB15941, DB16393, DB16394, DB16355, DB16222, DB16732, DB14996, DB16755, DB15434, DB15626, DB15001, DB00281, DB00296, DB00297, DB00527, DB00645, DB00721, DB00750, DB00807, DB00814, DB00892, DB00907, DB00961, DB01002, DB01075, DB01086, DB01161, DB03255, DB05232, DB06770, DB06774, DB08987, DB09009, DB09085, DB09342, DB09345, DB11148, DB11502, DB12532, DB13259, DB13328, DB13578, DB13683, DB16371, DB14851, DB16416, DB06742, DB15218, DB14766, DB15043, DB14922, DB00002",Cetuximab,"Cetuximab is a recombinant chimeric human/mouse IgG1 monoclonal antibody that competitively binds to epidermal growth factor receptor (EGFR) and competitively inhibits the binding of epidermal growth factor (EGF).[A227973] EGFR is a member of the ErbB family of receptor tyrosine kinases found in both normal and tumour cells; it is responsible for regulating epithelial tissue development and homeostasis.[A228083] EGFR has been implicated in various types of cancer, as it is often overexpressed in malignant cells [A227973] and EGFR overexpression has been linked to more advanced disease and poor prognosis.[A227963] EGFR is often mutated in certain types of cancer and serves as a driver of tumorigenesis.[A228083] _In vitro_, cetuximab was shown to mediate anti-tumour effects in numerous cancer cell lines and human tumour xenografts.[A227963]

Approved by the FDA in February 2004 under the brand name ERBITUX, cetuximab is used for the treatment of head and neck cancer and metastatic, KRAS wild-type colorectal cancer, and metastatic colorectal cancer with a BRAF V600E mutation.[A227963,L39045] It has also been investigated in advanced colorectal cancer, EGFR-expressing non-small cell lung cancer (NSCLC), and unresectable squamous cell skin cancer.[L31418] Cetuximab is administered via intravenous infusion and is used as monotherapy or in combination with other chemotherapies, including platinum agents, radiation therapy, [leucovorin], [fluorouracil], and [irinotecan].[L30448]",205923-56-4,PQX0D8J21J,approved
DB00002,Cetuximab,N/A,N/A,N/A,
"DB00003, BTD00001, BIOD00001",Dornase alfa,"Dornase alfa is a biosynthetic form of human deoxyribunuclease I (DNase I) enzyme. It is produced in genetically modified Chinese hamster ovary (CHO) cells using recombinant DNA technology. The 260-amino acid sequence of dornase alfa is identical to the endogenous human enzyme. Dornase alfa cleaves extracellular DNA to 5´-phosphodinucleotide and 5´-phosphooligonucleotide end products without affecting intracellular DNA. In individuals with cystic fibrosis, extracellular DNA, which is an extremely viscous anion, is released by degenerating leukocytes that accumulate during inflammatory responses to infections. Enzymatic breakdown of this extracellular DNA appears to reduce sputum viscosity and viscoelasticity.",143831-71-4,953A26OA1Y,approved
"DB00004, BTD00084, BIOD00084, DB00012, DB00016, DB08894, DB09107, DB00281, DB00296, DB00297, DB00527, DB00645, DB00721, DB00750, DB00807, DB00814, DB00892, DB00907, DB00961, DB01002, DB01075, DB01086, DB01161, DB03255, DB05232, DB06770, DB06774, DB08987, DB09009, DB09085, DB09342, DB09345, DB11148, DB11502, DB12532, DB13259, DB13328, DB13578, DB13683, DB06742, DB14766",Denileukin diftitox,A recombinant DNA-derived cytotoxic protein composed of the amino acid sequences for diphtheria toxin fragments A and B (Met 1-Thr 387)-His followed by the sequences for interleukin-2 (IL-2; Ala 1-Thr 133). It is produced in an E. coli expression system.,173146-27-5,25E79B5CTM,"approved, investigational"
"DB00005, BTD00052, BIOD00052, DB08879, DB00531, DB06643, DB00065, DB00008, DB00011, DB00018, DB00022, DB00033, DB00034, DB00041, DB00051, DB00056, DB00059, DB00068, DB00069, DB00073, DB00074, DB00075, DB00078, DB00081, DB00087, DB00092, DB00095, DB00098, DB00105, DB00111, DB00120, DB00242, DB00276, DB00290, DB00291, DB00293, DB00305, DB00322, DB00352, DB00380, DB00428, DB00432, DB00441, DB00445, DB00446, DB00480, DB00488, DB00515, DB00526, DB00550, DB00552, DB00601, DB00631, DB00763, DB00853, DB00859, DB00888, DB00928, DB00958, DB00970, DB01005, DB01024, DB01030, DB01033, DB01042, DB01073, DB01099, DB01168, DB01169, DB01204, DB01206, DB01257, DB01262, DB01280, DB01423, DB01816, DB02546, DB02806, DB03523, DB04956, DB05258, DB05259, DB05459, DB05472, DB06612, DB06662, DB06674, DB06681, DB06813, DB08059, DB08871, DB08880, DB08889, DB08908, DB08935, DB09029, DB09036, DB09052, DB09077, DB09091, DB09122, DB09312, DB11466, DB11569, DB11580, DB11616, DB11693, DB11708, DB11767, DB11776, DB11803, DB11834, DB11988, DB12025, DB12612, DB12617, DB12692, DB12814, DB12902, DB12947, DB12991, DB12996, DB13003, DB13014, DB13068, DB13223, DB13241, DB13491, DB13843, DB13856, DB14219, DB14724, DB14762, DB14919, DB15253, DB00180, DB00394, DB00443, DB00591, DB00635, DB00687, DB00860, DB00959, DB01196, DB01285, DB01380, DB01384, DB04630, DB08970, DB09082, DB09378, DB09383, DB11487, DB11529, DB11921, DB13208, DB14066, DB14512, DB14545, DB01222, DB00694, DB00987, DB01108, DB05015, DB01013, DB01047, DB00547, DB00764, DB08971, DB00324, DB09095, DB15091, DB03451, DB15628, DB15646, DB00026, DB01281, DB06168, DB06273, DB06372, DB08904, DB09033, DB00108, DB00337, DB01656, DB06688, DB01015, DB01097, DB08895, DB00072, DB08868, DB00864, DB04914, DB05144, DB05325, DB05374, DB05440, DB05942, DB06400, DB06584, DB09057, DB10062, DB10276, DB10283, DB10583, DB10584, DB10600, DB10769, DB10794, DB10803, DB10989, DB10990, DB11038, DB11040, DB11041, DB11044, DB11603, DB11627, DB12568, DB14022, DB14384, DB14385, DB14394, DB14445, DB14449, DB14619, DB14620, DB14711, DB15274, DB15461, DB13924, DB15483, DB15595, DB15654, DB10315, DB10317, DB10318, DB10343, DB10804, DB10805, DB11003, DB11050, DB12386, DB12768, DB14409, DB14443, DB14685, DB00795, DB00201, DB00176, DB00195, DB00262, DB00268, DB00280, DB00286, DB00296, DB00315, DB00316, DB00334, DB00356, DB00365, DB00370, DB00379, DB00382, DB00384, DB00442, DB00477, DB00518, DB00629, DB00642, DB00730, DB00740, DB00787, DB00806, DB00831, DB00863, DB00898, DB00934, DB00978, DB00993, DB00998, DB01002, DB01012, DB01056, DB01087, DB01094, DB01182, DB01191, DB01303, DB01367, DB01405, DB01412, DB01482, DB01558, DB01623, DB01645, DB01667, DB02134, DB02489, DB02568, DB04076, DB04356, DB04871, DB04948, DB04951, DB06148, DB06210, DB06216, DB06235, DB06479, DB06594, DB06770, DB06774, DB08496, DB09071, DB09118, DB09225, DB09273, DB09290, DB11919, DB11967, DB12026, DB12245, DB12332, DB12406, DB12531, DB12926, DB12927, DB12945, DB13203, DB13449, DB13573, DB13592, DB13634, DB13812, DB14018, DB14132, DB11757, DB04889, DB05708, DB00977, DB00425, DB00532, DB00924, DB11689, DB00363, DB00299, DB00574, DB01065, DB09241, DB01086, DB00277, DB00682, DB00697, DB01100, DB01223, DB01418, DB09256, DB00261, DB00544, DB00851, DB06769, DB08910, DB00458, DB00575, DB01242, DB00238, DB00471, DB00690, DB00916, DB00983, DB01006, DB01028, DB01159, DB01236, DB01274, DB01544, DB06470, DB09068, DB09327, DB11586, DB04977, DB06119, DB00313, DB00604, DB00184, DB00193, DB00333, DB00349, DB00625, DB00753, DB00818, DB00835, DB00836, DB00849, DB00865, DB01069, DB01074, DB01221, DB01466, DB01559, DB04938, DB04975, DB05541, DB06209, DB06697, DB06710, DB06738, DB06739, DB11613, DB13132, DB13943, DB13944, DB01156, DB00956, DB14975, DB11837, DB00714, DB00751, DB00957, DB09167, DB00213, DB00215, DB00312, DB00338, DB00347, DB00395, DB00448, DB00582, DB00679, DB00736, DB00794, DB00909, DB01129, DB01131, DB01175, DB01259, DB01323, DB01355, DB01483, DB05246, DB05351, DB06218, DB06414, DB06605, DB09166, DB12474, DB13762, DB14055, DB00715, DB12500, DB04861, DB06684, DB01104, DB11823, DB00665, DB01171, DB08864, DB00252, DB00599, DB01174, DB01320, DB00726, DB00613, DB00799, DB05229, DB06510, DB09296, DB01217, DB00255, DB00295, DB00359, DB00402, DB00622, DB00912, DB01261, DB06670, DB08502, DB08931, DB09198, DB09199, DB09200, DB09201, DB11362, DB11901, DB11978, DB12781, DB01132, DB11652, DB16165, DB00946, DB01229, DB06772, DB00177, DB00197, DB00214, DB00222, DB00285, DB00304, DB00307, DB00327, DB00328, DB00343, DB00374, DB00412, DB00414, DB00420, DB00440, DB00461, DB00468, DB00469, DB00472, DB00476, DB00482, DB00495, DB00502, DB00533, DB00549, DB00554, DB00559, DB00568, DB00580, DB00586, DB00617, DB00661, DB00672, DB00678, DB00701, DB00712, DB00731, DB00744, DB00749, DB00755, DB00758, DB00783, DB00784, DB00788, DB00796, DB00812, DB00814, DB00839, DB00843, DB00857, DB00904, DB00921, DB00936, DB00945, DB00969, DB00972, DB00980, DB01016, DB01029, DB01036, DB01037, DB01041, DB01050, DB01067, DB01072, DB01075, DB01095, DB01098, DB01120, DB01124, DB01136, DB01154, DB01177, DB01198, DB01251, DB01283, DB01289, DB01357, DB01424, DB01435, DB01628, DB03756, DB03783, DB04557, DB04574, DB04665, DB04725, DB04841, DB04898, DB06268, DB06370, DB06652, DB06725, DB06737, DB06803, DB07615, DB08439, DB08860, DB08899, DB08962, DB09048, DB09061, DB09080, DB09288, DB11560, DB11614, DB13406, DB13675, DB13919, DB13941, DB13952, DB13953, DB13954, DB13955, DB13956, DB14009, DB14011, DB00829, DB00514, DB00470, DB09213, DB00465, DB15233, DB01142, DB00216, DB00619, DB06448, DB06237, DB01101, DB00266, DB13136, DB08875, DB12371, DB01224, DB00182, DB00187, DB00245, DB00289, DB00335, DB00373, DB00409, DB00592, DB00699, DB00737, DB00805, DB00866, DB00914, DB00933, DB00960, DB01071, DB01079, DB01193, DB01203, DB01228, DB01233, DB01295, DB01297, DB01359, DB01403, DB01429, DB01454, DB01472, DB01576, DB01577, DB01580, DB04840, DB04844, DB04846, DB06217, DB06506, DB06608, DB06678, DB06726, DB06727, DB06735, DB08807, DB08808, DB08952, DB09076, DB09204, DB09351, DB11770, DB11785, DB11855, DB11979, DB12212, DB12752, DB13443, DB13508, DB13530, DB13679, DB13757, DB13775, DB00850, DB09173, DB00281, DB00598, DB14010, DB01410, DB01611, DB00918, DB08922, DB09183, DB00185, DB00243, DB00297, DB00318, DB00377, DB00589, DB00647, DB00674, DB00705, DB00706, DB00757, DB01149, DB01192, DB01244, DB01392, DB01409, DB01551, DB01591, DB01621, DB02703, DB04829, DB04884, DB04905, DB04920, DB05271, DB06144, DB06203, DB06702, DB08893, DB09128, DB09195, DB09555, DB11130, DB11642, DB13293, DB00496, DB00932, DB09039, DB14881, DB09053, DB11718, DB00342, DB00208, DB00264, DB00433, DB00489, DB01035, DB01195, DB00321, DB00637, DB00543, DB00540, DB01151, DB00228, DB06712, DB06728, DB00949, DB00593, DB00207, DB00567, DB00590, DB01039, DB01395, DB01431, DB01624, DB08882, DB09030, DB09034, DB09079, DB09299, DB11273, DB11952, DB12141, DB12515, DB12952, DB13345, DB13385, DB15444, DB06717, DB12825, DB12887, DB00454, DB00247, DB11742, DB11633, DB05154, DB05316, DB12235, DB11886, DB01118, DB00675, DB06176, DB00204, DB00877, DB01008, DB01254, DB01396, DB01590, DB04855, DB06287, DB09289, DB00398, DB00444, DB00530, DB00541, DB00762, DB00773, DB01248, DB01268, DB05773, DB06626, DB08865, DB08901, DB09074, DB12483, DB00188, DB01181, DB05109, DB12147, DB13874, DB06589, DB05239, DB09063, DB09330, DB11730, DB11963, DB12015, DB00309, DB00361, DB00570, DB00997, DB04572, DB04845, DB04868, DB06603, DB06616, DB08870, DB08877, DB09073, DB11817, DB08912, DB12267, DB00563, DB08827, DB05294, DB08881, DB11363, DB11581, DB11641, DB11703, DB15035, DB00248, DB06595, DB09143, DB11828, DB11986, DB12978, DB14568, DB09054, DB09570, DB06212, DB08896, DB12001, DB00320, DB00564, DB00696, DB00872, DB00908, DB01128, DB01227, DB00199, DB00246, DB00439, DB00499, DB00528, DB00571, DB00588, DB00608, DB00688, DB00717, DB00738, DB00741, DB00822, DB00834, DB00938, DB00962, DB00976, DB01054, DB01058, DB01062, DB01076, DB01103, DB01115, DB01126, DB01166, DB01184, DB01211, DB01216, DB01218, DB05521, DB06267, DB06335, DB06403, DB06419, DB06789, DB08820, DB08873, DB08883, DB08906, DB09065, DB09102, DB09231, DB09297, DB11574, DB11712, DB11737, DB12301, DB13867, DB14539, DB14541, DB00396, DB04856, DB04957, DB00250, DB00317, DB00367, DB00497, DB00620, DB00624, DB00656, DB00734, DB01114, DB01238, DB01267, DB04946, DB11915, DB12161, DB14185, DB01234, DB09237, DB11951, DB00557, DB00203, DB00227, DB00490, DB00641, DB00673, DB00820, DB00862, DB01190, DB00503, DB00224, DB00401, DB00683, DB00700, DB00802, DB00897, DB01023, DB01232, DB06228, DB00404, DB14540, DB14542, DB11853, DB12130, DB14649, DB12016, DB08816, DB05804, DB00813, DB00091, DB05676, DB14513, DB01601, DB12530, DB16648, DB15463, DB12265, DB00745, DB16390, DB16736, DB16611, DB15119, DB15810, DB10316, DB10991, DB14973, DB15656, DB04847, DB00486, DB14737, DB14921, DB15434, DB15857, DB15626, DB16650, DB06650, DB06343, DB11976, DB12917, DB14783, DB14845, DB15762, DB16694, DB16703, DB10061, DB11739, DB17088, DB11850, DB14996, DB17472, DB11682, DB00220, DB15011, DB15270, DB17762, DB15669, DB14924, DB06700, DB12874, DB14766, DB18701, DB11679, DB12005, DB18705, DB16200, DB06636, DB11995",Etanercept,"Dimeric fusion protein consisting of the extracellular ligand-binding portion of the human 75 kilodalton (p75) tumor necrosis factor receptor (TNFR) linked to the Fc portion of human IgG1.[L14862,A216522] The Fc component of etanercept contains the CH2 domain, the CH3 domain and hinge region, but not the CH1 domain of IgG1. Etanercept is produced by recombinant DNA technology in a Chinese hamster ovary (CHO) mammalian cell expression system. It consists of 934 amino acids. It is used to treat or manage a variety of inflammatory conditions including rheumatoid arthritis (RA), ankylosing spondylitis (AS), and juvenile idiopathic poly-articular arthritis (JIA).",185243-69-0,OP401G7OJC,"approved, investigational"
